File,WMC,DIT,NOC,CBO,RFC,LCOM,CA,CE,NPM,LCOM3,LOC,DAM,MOA,MFA,CAM,IC,CBM,AMC,CC,MaX_CC,SUM_LOC+,MAX_LOC+,SUM_LOC-,MAX_LOC-,MAX_SET,AVG_SET,NO_REV,SUM_CHRN,MAX_CHRN,Age,CountOfDeveloper,REF,PRE_BUG,POST_BUG
src/main/org/apache/tools/ant/taskdefs/optional/sos/SOSCheckout.java,4,0,0,3,14,6,0,3,3,2,68,0,0,0,0.5,0,0,16,1.25,2,21.00,12,136.00,81,896,601.66,6,157.00,87,34.85,4,FALSE,TRUE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/extension/resolvers/LocationResolver.java,4,1,0,5,10,0,1,4,4,0.333333333,40,1,0,0,0.4375,0,0,8.75,1,1,48.00,22,81.00,49,896,496.75,8,129.00,61,22.00,4,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/compilers/Gcj.java,3,2,0,9,28,3,1,8,2,2,155,0,0,0.92,1,1,1,50.66666667,4.333333333,11,73.00,32,76.00,49,896,300.30,13,149.00,61,31.00,4,FALSE,FALSE,TRUE
src/main/org/apache/tools/ant/taskdefs/optional/sitraka/CovReport.java,15,0,0,15,55,35,1,15,12,0.764285714,455,1,3,0,0.183333333,0,0,28.66666667,1.733333333,9,78.00,45,83.00,49,896,375.70,10,161.00,61,37.14,5,TRUE,TRUE,FALSE
src/main/org/apache/tools/ant/taskdefs/TempFile.java,6,3,0,5,15,1,0,5,6,0.7,75,1,0,0.880952381,0.555555556,0,0,10.83333333,1,1,71.00,46,108.00,49,896,461.12,8,179.00,92,23.85,5,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/extension/ExtensionUtil.java,7,1,0,13,43,21,4,9,0,2,269,0,0,0,0.30952381,0,0,37.42857143,2.142857143,9,106.00,62,154.00,78,896,367.40,10,260.00,140,23.14,5,FALSE,FALSE,TRUE
src/main/org/apache/tools/ant/taskdefs/optional/dotnet/VisualBasicCompile.java,26,0,0,5,41,233,0,5,19,0.8,271,1,0,0,0.261538462,0,0,9.192307692,1.423076923,3,69.00,41,70.00,49,896,369.00,10,139.00,61,22.00,5,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/junit/BriefJUnitResultFormatter.java,13,1,0,6,41,62,0,6,11,0.845238095,296,1,0,0,0.32967033,0,0,21.23076923,1.153846154,2,55.00,23,64.00,49,896,460.37,8,119.00,61,21.71,3,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/Diagnostics.java,17,1,0,4,58,130,1,4,5,0.921875,630,0.25,0,0,0.129411765,0,0,35.82352941,2.176470588,4,259.00,66,188.00,49,896,172.45,22,447.00,94,35.42,6,TRUE,FALSE,TRUE
src/main/org/apache/tools/ant/types/optional/image/TransformOperation.java,3,0,3,8,5,3,7,2,3,2,12,0,0,0,0.555555556,0,0,3,1,1,20.00,12,61.00,49,896,464.87,8,81.00,61,34.85,5,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/condition/Contains.java,5,1,0,3,9,0,1,2,5,0.666666667,64,1,0,0,0.533333333,0,0,11.2,1,1,33.00,14,70.00,49,896,556.71,7,103.00,61,21.71,4,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/XSLTProcess.java,30,4,0,20,93,317,2,19,23,0.912972085,949,1,5,0.728971963,0.238095238,3,4,29.93333333,1.133333333,3,288.00,63,189.00,49,896,142.71,32,477.00,69,34.85,9,TRUE,TRUE,TRUE
src/main/org/apache/tools/ant/ExitException.java,3,5,0,3,8,0,3,0,3,0,28,1,0,0.954545455,0.666666667,0,0,8,1,1,31.00,13,58.00,49,896,514.14,7,89.00,61,23.57,3,FALSE,TRUE,FALSE
src/main/org/apache/tools/ant/util/Watchdog.java,7,1,0,3,22,0,3,1,6,0.555555556,112,1,0,0,0.476190476,0,0,14.57142857,1.714285714,4,52.00,29,63.00,49,896,358.00,10,115.00,61,22.28,6,FALSE,FALSE,TRUE
src/main/org/apache/tools/ant/util/depend/bcel/FullAnalyzer.java,3,0,0,6,31,3,0,6,1,2,189,0,0,0,0.666666667,0,0,62,4.666666667,12,22.00,12,55.00,49,896,650.83,6,77.00,61,21.71,3,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/ssh/ScpToMessage.java,10,0,0,6,41,11,1,5,5,0.694444444,350,1,0,0,0.3125,0,0,33.6,1,1,111.00,48,97.00,49,886,308.88,9,208.00,75,23.14,3,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/sitraka/CovBase.java,9,3,3,7,19,0,4,3,2,0.65625,157,1,1,0.840909091,0.458333333,0,0,16,1.888888889,5,197.00,100,68.00,49,896,354.54,11,265.00,100,37.14,5,TRUE,FALSE,FALSE
src/main/org/apache/tools/ant/util/FlatFileNameMapper.java,4,1,0,2,7,6,1,1,4,2,20,0,0,0,0.875,0,0,4,1,1,24.00,12,56.00,49,896,632.33,6,80.00,61,21.71,3,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/util/DOMElementWriter.java,8,1,0,5,42,24,5,0,7,0.714285714,485,1,0,0,0.346938776,0,0,59.375,4.25,11,183.00,77,147.00,52,896,318.58,12,330.00,129,36.85,5,TRUE,TRUE,FALSE
src/main/org/apache/tools/ant/taskdefs/Javac.java,75,4,0,28,121,2541,12,18,68,0.96476834,918,1,6,0.513157895,0.205714286,1,1,10.86666667,1.533333333,8,204.00,120,111.00,49,896,264.66,15,315.00,136,31.00,5,FALSE,TRUE,FALSE
src/main/org/apache/tools/ant/NoBannerLogger.java,4,2,0,4,16,0,0,4,4,0.333333333,59,1,0,0.857142857,0.875,1,1,13.5,2,5,23.00,12,61.00,49,896,729.20,5,84.00,61,23.57,3,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/types/selectors/DependSelector.java,3,5,0,9,11,3,5,4,3,2,76,0,0,0.953488372,0.666666667,1,1,24.33333333,2,4,29.00,12,66.00,49,896,521.28,7,95.00,61,34.85,4,FALSE,TRUE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/starteam/StarTeamCheckout.java,20,0,0,15,82,122,1,15,11,0.747368421,795,1,0,0,0.227777778,0,0,38.5,1.5,10,208.00,87,178.00,100,896,304.00,13,386.00,187,34.85,5,FALSE,FALSE,TRUE
src/main/org/apache/tools/ant/util/StringUtils.java,6,1,0,22,24,15,22,0,5,1,116,0,0,0,0.3,0,0,18.16666667,1.333333333,2,27.00,12,59.00,49,896,520.28,7,86.00,61,22.00,5,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/extension/ExtensionResolver.java,1,1,0,7,1,0,4,3,1,2,1,0,0,0,1,0,0,0,1,1,19.00,12,59.00,49,896,610.83,6,78.00,61,23.14,4,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/StreamPumper.java,5,1,0,3,11,6,3,0,5,0.65,153,1,0,0,0.5,0,0,28.6,1.8,5,61.00,27,75.00,49,896,333.72,11,136.00,61,23.57,6,FALSE,FALSE,TRUE
src/main/org/apache/tools/ant/types/ResourceLocation.java,7,1,1,10,8,3,10,0,7,0.75,47,1,0,0,0.476190476,0,0,5.142857143,1,1,20.00,12,70.00,49,896,454.25,8,90.00,61,23.85,4,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/util/depend/AbstractAnalyzer.java,16,1,3,7,39,80,3,4,10,0.858333333,256,0.875,2,0,0.241071429,0,0,14.5,1.4375,3,21.00,12,59.00,49,896,755.60,5,80.00,61,21.71,3,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/Tar.java,12,4,0,17,87,20,0,17,9,0.916666667,687,0.25,2,0.876404494,0.260416667,2,2,55.25,1.083333333,2,178.00,84,105.00,49,896,284.14,14,283.00,91,23.57,5,FALSE,TRUE,TRUE
src/main/org/apache/tools/ant/taskdefs/optional/jlink/jlink.java,17,1,0,2,79,100,1,1,9,0.7125,661,0.8,0,0,0.274509804,0,0,37.58823529,1.941176471,8,100.00,62,98.00,49,896,525.71,7,198.00,95,21.71,4,FALSE,TRUE,FALSE
src/main/org/apache/tools/ant/util/regexp/RegexpUtil.java,3,1,0,6,4,3,6,0,3,2,20,0,0,0,0.5,0,0,5.666666667,1.333333333,2,38.00,18,61.00,49,896,473.87,8,99.00,61,21.71,4,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/util/facade/ImplementationSpecificArgument.java,3,3,2,6,6,1,5,1,3,0.5,25,1,0,0.882352941,0.833333333,1,1,7,1.666666667,3,31.00,14,58.00,49,896,523.00,7,89.00,61,-6.71,4,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/Input.java,7,3,0,8,25,0,0,8,7,0.625,141,1,0,0.860465116,0.857142857,1,1,18.57142857,1,1,31.00,12,63.00,49,896,368.80,10,94.00,61,30.85,5,FALSE,TRUE,FALSE
src/main/org/apache/tools/bzip2/CRC.java,7,1,0,2,8,0,2,0,1,0.5,1082,0,0,0,0.666666667,0,0,153.2857143,1.142857143,2,34.00,15,61.00,49,896,593.16,6,95.00,61,-6.71,3,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/types/FilterChain.java,25,3,0,32,38,0,5,27,25,0,189,1,0,0.555555556,0.08,1,1,6.52,1,1,256.00,114,132.00,49,896,370.40,10,388.00,139,35.42,4,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/clearcase/CCMklabel.java,21,0,0,9,40,168,0,9,16,0.923076923,285,0.538461538,0,0,0.392857143,0,0,11.95238095,1.523809524,7,512.00,433,111.00,49,896,371.81,11,623.00,433,35.42,5,FALSE,TRUE,TRUE
src/main/org/apache/tools/ant/taskdefs/Execute.java,30,1,0,69,111,363,49,22,22,0.845735027,1004,0.789473684,6,0,0.108374384,0,0,31.83333333,2.4,11,691.00,163,407.00,186,896,99.46,43,1098.00,349,37.14,9,TRUE,TRUE,TRUE
src/main/org/apache/tools/ant/taskdefs/Cvs.java,1,4,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,1,1,18.00,12,62.00,49,896,729.20,5,80.00,61,23.57,3,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/depend/constantpool/MethodRefCPInfo.java,7,0,0,4,21,3,2,4,7,0.666666667,110,1,0,0,0.428571429,0,0,14,1.142857143,2,15.00,12,53.00,49,896,887.75,4,68.00,61,-6.71,2,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/extension/JarLibManifestTask.java,13,3,0,8,50,48,0,8,7,0.892857143,369,1,1,0.755102041,0.195804196,1,1,26.84615385,1.153846154,2,112.00,92,179.00,120,896,513.85,7,291.00,212,23.71,4,FALSE,FALSE,TRUE
src/main/org/apache/tools/ant/taskdefs/optional/NetRexxC.java,46,4,0,11,108,835,0,11,40,0.935501355,1540,0.87804878,0,0.634146341,0.236413043,2,2,31.58695652,2.456521739,32,57.00,35,82.00,49,896,415.66,9,139.00,61,21.85,4,FALSE,TRUE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/sitraka/Socket.java,4,1,0,1,10,0,1,0,4,0.333333333,37,1,0,0,0.5,0,0,7.75,1,1,22.00,12,54.00,49,886,668.25,4,76.00,61,-6.71,2,FALSE,FALSE,FALSE
src/main/org/apache/tools/zip/ZipEntry.java,31,2,0,8,77,317,5,3,22,0.858333333,615,0.916666667,0,0.446808511,0.14,1,3,18.4516129,1.677419355,5,223.00,56,300.00,169,896,190.00,20,523.00,180,24.14,7,FALSE,TRUE,TRUE
src/main/org/apache/tools/ant/types/RegularExpression.java,6,3,0,12,23,1,5,7,5,0.8,95,0.666666667,2,0.882352941,0.6,0,0,14.33333333,1.666666667,3,66.00,46,82.00,49,896,425.88,9,148.00,61,21.71,6,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJProjectDescription.java,8,1,0,5,11,14,4,1,8,0.761904762,66,1,0,0,0.6875,0,0,6.875,1.5,3,16.00,12,54.00,49,896,712.60,5,70.00,61,22.42,3,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/ssh/ScpFromMessage.java,6,0,0,5,41,13,1,4,2,0.88,332,1,0,0,0.479166667,0,0,53.5,1.166666667,2,123.00,62,115.00,49,886,283.20,10,238.00,105,23.14,4,FALSE,FALSE,TRUE
src/main/org/apache/tools/ant/types/selectors/SizeSelector.java,8,5,0,11,28,0,5,6,8,0.693877551,366,0.571428571,0,0.844444444,0.25,1,4,43.875,5.5,19,80.00,28,114.00,49,896,404.77,9,194.00,71,23.85,4,FALSE,TRUE,FALSE
src/main/org/apache/tools/tar/TarEntry.java,35,1,0,6,73,353,4,2,34,0.809597523,790,0.789473684,0,0,0.16,1,1,21.02857143,1.714285714,11,318.00,275,294.00,219,896,361.10,10,612.00,494,23.85,5,FALSE,TRUE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/sos/SOSGet.java,6,0,0,3,20,15,0,3,5,2,106,0,0,0,0.555555556,0,0,16.66666667,1.5,4,22.00,12,147.00,92,896,601.66,6,169.00,99,34.85,4,FALSE,TRUE,FALSE
src/main/org/apache/tools/ant/taskdefs/email/PlainMailer.java,3,2,1,7,40,3,2,5,1,2,237,0,0,0.9,0.555555556,1,1,78,3.333333333,8,37.00,12,70.00,49,896,473.75,8,107.00,61,31.00,4,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/condition/FilesMatch.java,4,1,0,4,13,0,1,3,4,0.666666667,60,1,1,0,0.75,0,0,13.25,1,1,26.00,12,64.00,49,896,474.50,8,90.00,61,23.57,4,FALSE,TRUE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/j2ee/ServerDeploy.java,9,3,0,7,19,12,5,7,9,0.75,75,1,0,0.822222222,0.259259259,0,0,7,1,1,22.00,12,61.00,49,896,491.12,8,83.00,61,21.71,4,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/types/optional/image/Ellipse.java,4,0,0,6,22,0,1,5,4,0.333333333,141,1,0,0,0.75,0,0,33.75,2.25,6,20.00,12,57.00,49,896,711.80,5,77.00,61,-6.71,2,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/clearcase/CCCheckin.java,17,0,0,9,36,100,0,9,14,0.9375,224,0.461538462,0,0,0.382352941,0,0,11.41176471,1.470588235,7,52.00,30,80.00,49,896,532.00,7,132.00,61,21.71,4,FALSE,TRUE,TRUE
src/main/org/apache/tools/ant/taskdefs/optional/ssh/Directory.java,15,1,0,2,29,55,2,0,15,0.696428571,161,1,1,0,0.293333333,1,1,9.466666667,1.466666667,3,40.00,25,72.00,49,886,666.25,4,112.00,61,23.14,2,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/depend/AntAnalyzer.java,3,0,0,3,35,3,1,2,1,2,246,0,0,0,0.666666667,0,0,81,6.333333333,17,20.00,12,55.00,49,896,601.16,6,75.00,61,23.71,3,FALSE,TRUE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJToolsServlet.java,10,0,3,11,26,33,4,8,2,1.02020202,170,0,1,0,0.36,0,0,14.9,1.5,4,21.00,12,61.00,49,896,595.16,6,82.00,61,32.28,3,FALSE,TRUE,FALSE
src/main/org/apache/tools/ant/filters/ReplaceTokens.java,13,5,0,7,39,0,1,6,7,0.712962963,424,1,0,0.717948718,0.292307692,2,5,30.92307692,1.615384615,9,55.00,26,91.00,49,896,523.00,7,146.00,61,36.14,4,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/email/EmailAddress.java,8,1,0,5,15,6,5,0,7,0.571428571,286,1,0,0,0.541666667,0,0,34.5,5,20,120.00,105,59.00,49,896,710.60,5,179.00,110,17.28,2,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/Main.java,46,1,0,14,113,173,1,14,10,0.751196172,3928,0.894736842,0,0,0.144628099,0,0,83.97826087,4.52173913,50,287.00,50,228.00,49,896,94.34,41,515.00,61,35.42,9,TRUE,TRUE,TRUE
src/main/org/apache/tools/ant/types/Environment.java,3,1,1,8,9,0,6,2,3,0,47,1,0,0,0.666666667,0,0,14.33333333,1,1,107.00,64,63.00,49,896,370.40,10,170.00,69,26.85,5,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/Rename.java,5,3,0,5,19,0,0,5,5,0.666666667,100,1,0,0.902439024,0.533333333,1,1,18.4,1,1,31.00,12,66.00,49,896,524.14,7,97.00,61,25.14,5,FALSE,TRUE,FALSE
src/main/org/apache/tools/ant/taskdefs/compilers/Kjc.java,4,2,0,10,26,6,1,9,2,1,195,0,0,0.884615385,0.5,0,0,47.5,3.25,10,41.00,12,98.00,49,896,424.77,9,139.00,61,21.71,4,FALSE,TRUE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/net/TelnetTask.java,11,3,0,7,29,11,4,7,10,0.75,219,1,1,0.787234043,0.309090909,0,0,18.18181818,1.090909091,2,104.00,45,96.00,49,896,289.92,13,200.00,61,31.28,4,TRUE,FALSE,TRUE
src/main/org/apache/tools/ant/taskdefs/optional/ccm/CCMCheck.java,11,0,3,15,41,19,3,12,9,0.816666667,242,0.666666667,0,0,0.290909091,0,0,20.45454545,1.363636364,4,38.00,12,73.00,49,896,360.54,11,111.00,61,22.00,4,FALSE,TRUE,FALSE
src/main/org/apache/tools/ant/types/PatternSet.java,22,3,0,14,68,133,9,6,16,0.571428571,677,1,0,0.588235294,0.266233766,2,3,29.59090909,3,9,141.00,62,110.00,49,896,243.00,15,251.00,62,21.85,6,TRUE,FALSE,TRUE
src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntToolGUI.java,79,5,0,7,168,2889,3,7,2,0.915324985,2479,1,3,0.898950131,0.210126582,1,1,29.83544304,1.607594937,5,70.00,36,82.00,49,896,529.00,7,152.00,61,22.42,3,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/types/optional/image/Text.java,8,0,0,5,27,6,2,4,8,0.761904762,163,1,0,0,0.583333333,0,0,18.625,1,1,29.00,14,63.00,49,896,711.80,5,92.00,61,-6.71,2,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/GZip.java,2,4,0,4,13,1,0,4,1,2,56,0,0,0.980392157,1,1,2,27,2.5,4,18.00,12,56.00,49,896,713.80,5,74.00,61,23.57,3,FALSE,TRUE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/vss/MSVSSLABEL.java,6,0,0,6,25,15,0,6,5,2,94,0,0,0,0.833333333,0,0,14.66666667,1.333333333,3,31.00,12,114.00,55,896,449.25,8,145.00,65,35.28,5,TRUE,TRUE,FALSE
src/main/org/apache/tools/ant/taskdefs/email/Message.java,11,2,0,7,26,0,5,2,11,0.58,181,1,0,0.529411765,0.409090909,0,0,15,1,1,51.00,29,64.00,49,896,490.87,8,115.00,61,36.85,4,FALSE,TRUE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/sitraka/bytecode/ClassFile.java,7,1,0,12,28,13,6,6,7,0.75,215,1,1,0,0.571428571,0,0,29.14285714,1.285714286,2,60.00,45,73.00,49,896,713.80,5,133.00,65,-6.71,2,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/BuildLogger.java,4,1,0,6,4,6,5,1,4,2,4,0,0,0,0.5,0,0,0,1,1,27.00,12,65.00,49,896,729.20,5,92.00,61,23.57,3,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/net/SetProxy.java,12,3,0,3,29,28,0,3,10,0.701298701,332,1,0,0.770833333,0.416666667,0,0,26.08333333,1.75,9,72.00,25,127.00,49,896,256.31,16,199.00,61,34.42,6,FALSE,TRUE,TRUE
src/main/org/apache/tools/ant/taskdefs/Chmod.java,18,5,0,15,58,39,0,15,16,0.607843137,316,1,1,0.865079365,0.268518519,4,7,16.38888889,1.277777778,4,63.00,36,69.00,49,896,409.77,9,132.00,61,30.42,5,TRUE,TRUE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/perforce/P4Label.java,5,0,0,9,22,4,4,9,5,0.75,255,1,0,0,0.8,0,0,49.4,1,1,24.00,12,59.00,49,896,714.40,5,83.00,61,22.42,2,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/types/selectors/modifiedselector/PropertiesfileCache.java,12,1,0,2,42,0,1,1,12,0.386363636,236,1,0,0,0.444444444,0,0,18.33333333,1.75,4,292.00,255,57.00,49,896,512.00,7,349.00,255,13.71,3,FALSE,FALSE,TRUE
src/main/org/apache/tools/ant/taskdefs/optional/depend/constantpool/ConstantPoolEntry.java,7,1,7,16,25,11,12,12,7,1.083333333,125,0.214285714,0,0,0.357142857,0,0,14.85714286,1,1,20.00,12,58.00,49,896,599.00,6,78.00,61,23.71,3,FALSE,FALSE,FALSE
src/main/org/apache/tools/ant/listener/MailLogger.java,7,2,0,10,69,15,0,10,2,0.5,453,1,0,0.75,0.367346939,2,4,63.57142857,3,14,141.00,59,99.00,49,896,289.21,14,240.00,66,36.85,5,FALSE,TRUE,FALSE
src/main/org/apache/tools/ant/taskdefs/Exit.java,8,3,0,4,18,10,0,4,6,0.714285714,172,1,0,0.840909091,0.75,0,0,20.125,1.875,4,191.00,48,111.00,49,896,221.94,17,302.00,61,15.14,6,FALSE,TRUE,TRUE
src/main/org/apache/tools/ant/taskdefs/Javadoc.java,85,3,0,35,227,2766,7,35,78,0.944444444,2412,0.96969697,10,0.308333333,0.136904762,3,3,26.98823529,1.729411765,13,738.00,322,590.00,370,896,137.06,32,1328.00,692,36.85,6,FALSE,TRUE,TRUE
src/main/org/apache/tools/ant/Task.java,30,2,105,304,52,361,301,7,20,0.86637931,318,1,4,0.236842105,0.195833333,1,3,9.333333333,1.233333333,4,120.00,15,112.00,49,896,163.86,23,232.00,61,36.57,6,FALSE,TRUE,TRUE
src/main/org/apache/tools/ant/taskdefs/Taskdef.java,2,7,0,2,8,1,0,2,1,1,37,0,0,0.987179487,0.5,0,0,16.5,2,3,33.00,12,66.00,49,896,406.33,9,99.00,61,25.00,3,FALSE,TRUE,FALSE
src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJWorkspaceScanner.java,7,2,0,7,32,13,1,7,5,0.666666667,285,1,0,0.927536232,0.583333333,1,9,39.42857143,3.428571429,8,17.00,12,56.00,49,896,608.83,6,73.00,61,22.00,3,FALSE,FALSE,FALSE
